Sample	Taxon	Rank	Counts	Percent
871895021_NA0019790609_4_mouth	Capnocytophaga gingivalis	species	88	0.0784320715871
871895021_NA0019790609_4_mouth	Capnocytophaga ochracea	species	29	0.0258469326821
871895021_NA0019790609_4_mouth	Capnocytophaga sputigena	species	31	0.0276294797636
871895021_NA0019790609_4_mouth	Proteobacteria	phylum	15080	13.4404049947
871895021_NA0019790609_4_mouth	Gammaproteobacteria	class	9167	8.17030454817
871895021_NA0019790609_4_mouth	Firmicutes	phylum	55134	49.1394753964
871895021_NA0019790609_4_mouth	Peptostreptococcus	genus	297	0.264708241606
871895021_NA0019790609_4_mouth	Sarcina	genus	56	0.0499113182827
871895021_NA0019790609_4_mouth	Micrococcaceae	family	5008	4.46349789214
871895021_NA0019790609_4_mouth	Streptococcaceae	family	26470	23.592010624
871895021_NA0019790609_4_mouth	Streptococcus	genus	26445	23.5697287855
871895021_NA0019790609_4_mouth	Streptococcus gordonii	species	26	0.0231731120598
871895021_NA0019790609_4_mouth	Streptococcus mutans	species	3	0.00267382062229
871895021_NA0019790609_4_mouth	Streptococcus pneumoniae	species	15	0.0133691031114
871895021_NA0019790609_4_mouth	Streptococcus parasanguinis	species	3856	3.43675077318
871895021_NA0019790609_4_mouth	Enterococcus	genus	18	0.0160429237337
871895021_NA0019790609_4_mouth	Gemella	genus	5827	5.19345092202
871895021_NA0019790609_4_mouth	Atopobium	genus	13	0.0115865560299
871895021_NA0019790609_4_mouth	Atopobium rimae	species	2	0.00178254708152
871895021_NA0019790609_4_mouth	Bacillales	order	5831	5.19701601619
871895021_NA0019790609_4_mouth	Corynebacteriaceae	family	275	0.24510022371
871895021_NA0019790609_4_mouth	Actinomyces	genus	2842	2.53299940285
871895021_NA0019790609_4_mouth	Actinomyces odontolyticus	species	1987	1.77096052549
871895021_NA0019790609_4_mouth	Corynebacterium	genus	275	0.24510022371
871895021_NA0019790609_4_mouth	Propionibacterium	genus	5	0.00445636770381
871895021_NA0019790609_4_mouth	Pseudopropionibacterium propionicum	species	9	0.00802146186686
871895021_NA0019790609_4_mouth	Actinobacteria	class	8235	7.33963760818
871895021_NA0019790609_4_mouth	Mycobacteriaceae	family	73	0.0650629684757
871895021_NA0019790609_4_mouth	Mycobacterium	genus	8	0.0071301883261
871895021_NA0019790609_4_mouth	Actinomycetales	order	2842	2.53299940285
871895021_NA0019790609_4_mouth	Rothia dentocariosa	species	726	0.647064590593
871895021_NA0019790609_4_mouth	Actinomycetaceae	family	2842	2.53299940285
871895021_NA0019790609_4_mouth	Mycoplasmatales	order	60	0.0534764124457
871895021_NA0019790609_4_mouth	Mycoplasmataceae	family	60	0.0534764124457
871895021_NA0019790609_4_mouth	Mycoplasma	genus	60	0.0534764124457
871895021_NA0019790609_4_mouth	Mycoplasma lipophilum	species	4	0.00356509416305
871895021_NA0019790609_4_mouth	Acholeplasmataceae	family	5	0.00445636770381
871895021_NA0019790609_4_mouth	unclassified Bacteria	no_rank	3140	2.79859891799
871895021_NA0019790609_4_mouth	Cardiobacterium	genus	3	0.00267382062229
871895021_NA0019790609_4_mouth	Vagococcus	genus	8	0.0071301883261
871895021_NA0019790609_4_mouth	Vagococcus salmoninarum	species	6	0.00534764124457
871895021_NA0019790609_4_mouth	Peptococcus	genus	4	0.00356509416305
871895021_NA0019790609_4_mouth	Streptococcus mitis	species	11	0.00980400894839
871895021_NA0019790609_4_mouth	Tannerella forsythia	species	14	0.0124778295707
871895021_NA0019790609_4_mouth	Porphyromonas endodontalis	species	16	0.0142603766522
871895021_NA0019790609_4_mouth	Prevotella intermedia	species	34	0.0303033003859
871895021_NA0019790609_4_mouth	Prevotella nigrescens	species	3	0.00267382062229
871895021_NA0019790609_4_mouth	Prevotella oris	species	277	0.246882770791
871895021_NA0019790609_4_mouth	Prevotella oulorum	species	46	0.0409985828751
871895021_NA0019790609_4_mouth	Betaproteobacteria	class	4761	4.24335332757
871895021_NA0019790609_4_mouth	Gemella morbillorum	species	5755	5.12927922709
871895021_NA0019790609_4_mouth	Veillonella	genus	14538	12.9573347356
871895021_NA0019790609_4_mouth	Veillonella parvula	species	4669	4.16135616182
871895021_NA0019790609_4_mouth	Epsilonproteobacteria	class	1152	1.02674711896
871895021_NA0019790609_4_mouth	Propionibacteriaceae	family	37	0.0329771210082
871895021_NA0019790609_4_mouth	Mollicutes	class	65	0.0579327801496
871895021_NA0019790609_4_mouth	Veillonellaceae	family	14893	13.2737368426
871895021_NA0019790609_4_mouth	Clostridiaceae	family	56	0.0499113182827
871895021_NA0019790609_4_mouth	Fusobacteria	phylum	3586	3.19610691717
871895021_NA0019790609_4_mouth	Leptotrichia	genus	407	0.36274833109
871895021_NA0019790609_4_mouth	Rothia	genus	5008	4.46349789214
871895021_NA0019790609_4_mouth	Kingella	genus	43	0.0383247622528
871895021_NA0019790609_4_mouth	Parvimonas micra	species	274	0.244208950169
871895021_NA0019790609_4_mouth	Streptobacillus	genus	36	0.0320858474674
871895021_NA0019790609_4_mouth	Mogibacterium timidum	species	2	0.00178254708152
871895021_NA0019790609_4_mouth	Dialister	genus	22	0.0196080178968
871895021_NA0019790609_4_mouth	Dialister pneumosintes	species	9	0.00802146186686
871895021_NA0019790609_4_mouth	Porphyromonas catoniae	species	5810	5.17829927183
871895021_NA0019790609_4_mouth	Rothia mucilaginosa	species	3873	3.45190242337
871895021_NA0019790609_4_mouth	Corynebacterium matruchotii	species	90	0.0802146186686
871895021_NA0019790609_4_mouth	Johnsonella	genus	28	0.0249556591413
871895021_NA0019790609_4_mouth	Johnsonella ignava	species	14	0.0124778295707
871895021_NA0019790609_4_mouth	Catonella	genus	164	0.146168860685
871895021_NA0019790609_4_mouth	Catonella morbi	species	160	0.142603766522
871895021_NA0019790609_4_mouth	Filifactor	genus	45	0.0401073093343
871895021_NA0019790609_4_mouth	Capnocytophaga granulosa	species	4	0.00356509416305
871895021_NA0019790609_4_mouth	Abiotrophia	genus	211	0.188058717101
871895021_NA0019790609_4_mouth	Granulicatella adiacens	species	4700	4.18898564158
871895021_NA0019790609_4_mouth	Abiotrophia defectiva	species	211	0.188058717101
871895021_NA0019790609_4_mouth	Lautropia	genus	124	0.110517919055
871895021_NA0019790609_4_mouth	Flavobacteriaceae	family	729	0.649738411216
871895021_NA0019790609_4_mouth	Actinobacillus porcinus	species	428	0.381465075446
871895021_NA0019790609_4_mouth	Actinomyces georgiae	species	7	0.00623891478534
871895021_NA0019790609_4_mouth	Actinomyces gerencseriae	species	50	0.0445636770381
871895021_NA0019790609_4_mouth	Actinomyces meyeri	species	3	0.00267382062229
871895021_NA0019790609_4_mouth	Actinomyces graevenitzii	species	93	0.0828884392909
871895021_NA0019790609_4_mouth	Bergeyella	genus	405	0.360965784009
871895021_NA0019790609_4_mouth	Prevotella pallens	species	466	0.415333469995
871895021_NA0019790609_4_mouth	Corynebacterium durum	species	175	0.155972869633
871895021_NA0019790609_4_mouth	Bacteroidetes/Chlorobi group	no_rank	26692	23.78987335
871895021_NA0019790609_4_mouth	delta/epsilon subdivisions	subphylum	1152	1.02674711896
871895021_NA0019790609_4_mouth	Streptococcus peroris	species	21	0.018716744356
871895021_NA0019790609_4_mouth	Selenomonas sputigena	species	3	0.00267382062229
871895021_NA0019790609_4_mouth	Campylobacteraceae	family	1146	1.02139947771
871895021_NA0019790609_4_mouth	Tessaracoccus	genus	23	0.0204992914375
871895021_NA0019790609_4_mouth	Rhodocyclaceae	family	2	0.00178254708152
871895021_NA0019790609_4_mouth	Alloprevotella tannerae	species	222	0.197862726049
871895021_NA0019790609_4_mouth	Burkholderiales	order	134	0.119430654462
871895021_NA0019790609_4_mouth	Comamonadaceae	family	10	0.00891273540762
871895021_NA0019790609_4_mouth	Delftia	genus	5	0.00445636770381
871895021_NA0019790609_4_mouth	Enterococcaceae	family	26	0.0231731120598
871895021_NA0019790609_4_mouth	Gemella palaticanis	species	4	0.00356509416305
871895021_NA0019790609_4_mouth	Centipeda	genus	239	0.213014376242
871895021_NA0019790609_4_mouth	Centipeda periodontii	species	121	0.107844098432
871895021_NA0019790609_4_mouth	Trichococcus	genus	5	0.00445636770381
871895021_NA0019790609_4_mouth	Propionivibrio	genus	2	0.00178254708152
871895021_NA0019790609_4_mouth	Gemella sanguinis	species	2	0.00178254708152
871895021_NA0019790609_4_mouth	Coriobacteriia	class	13	0.0115865560299
871895021_NA0019790609_4_mouth	Coriobacteriales	order	13	0.0115865560299
871895021_NA0019790609_4_mouth	Micrococcales	order	5008	4.46349789214
871895021_NA0019790609_4_mouth	Corynebacteriales	order	348	0.310163192185
871895021_NA0019790609_4_mouth	Propionibacteriales	order	37	0.0329771210082
871895021_NA0019790609_4_mouth	Mogibacterium	genus	126	0.112300466136
871895021_NA0019790609_4_mouth	Mogibacterium pumilum	species	124	0.110517919055
871895021_NA0019790609_4_mouth	Staphylococcaceae	family	4	0.00356509416305
871895021_NA0019790609_4_mouth	Bacilli	class	38102	33.9593044501
871895021_NA0019790609_4_mouth	Candidatus Saccharibacteria	phylum	3140	2.79859891799
871895021_NA0019790609_4_mouth	Solobacterium moorei	species	234	0.208558008538
871895021_NA0019790609_4_mouth	Leptotrichia trevisanii	species	13	0.0115865560299
871895021_NA0019790609_4_mouth	Granulicatella	genus	5559	4.9545896131
871895021_NA0019790609_4_mouth	Flavobacteriia	class	729	0.649738411216
871895021_NA0019790609_4_mouth	Burkholderiaceae	family	124	0.110517919055
871895021_NA0019790609_4_mouth	Solobacterium	genus	236	0.21034055562
871895021_NA0019790609_4_mouth	Erysipelotrichaceae	family	236	0.21034055562
871895021_NA0019790609_4_mouth	cellular organisms	no_rank	112199	100.0
871895021_NA0019790609_4_mouth	Cardiobacteriales	order	3	0.00267382062229
871895021_NA0019790609_4_mouth	Pasteurellales	order	9164	8.16763072755
871895021_NA0019790609_4_mouth	Granulicatella elegans	species	855	0.762038877352
871895021_NA0019790609_4_mouth	Filifactor alocis	species	45	0.0401073093343
871895021_NA0019790609_4_mouth	Leptotrichia hofstadii	species	4	0.00356509416305
871895021_NA0019790609_4_mouth	Leptotrichia goodfellowii	species	13	0.0115865560299
871895021_NA0019790609_4_mouth	Bacteroidales	order	25959	23.1365698447
871895021_NA0019790609_4_mouth	Porphyromonadaceae	family	5987	5.33605468854
871895021_NA0019790609_4_mouth	Prevotellaceae	family	19917	17.7514951114
871895021_NA0019790609_4_mouth	Rothia aeria	species	274	0.244208950169
871895021_NA0019790609_4_mouth	Acholeplasmatales	order	5	0.00445636770381
871895021_NA0019790609_4_mouth	Clostridia	class	1348	1.20143673295
871895021_NA0019790609_4_mouth	Clostridiales	order	1348	1.20143673295
871895021_NA0019790609_4_mouth	Lachnospiraceae	family	662	0.590023083985
871895021_NA0019790609_4_mouth	Peptostreptococcaceae	family	377	0.336010124867
871895021_NA0019790609_4_mouth	Peptococcaceae	family	4	0.00356509416305
871895021_NA0019790609_4_mouth	Lactobacillales	order	32271	28.7622884339
871895021_NA0019790609_4_mouth	Aerococcaceae	family	211	0.188058717101
871895021_NA0019790609_4_mouth	Carnobacteriaceae	family	5564	4.9590459808
871895021_NA0019790609_4_mouth	Megasphaera micronuciformis	species	333	0.296794089074
871895021_NA0019790609_4_mouth	Dialister sp. E2_20	species	13	0.0115865560299
871895021_NA0019790609_4_mouth	Alysiella	genus	24	0.0213905649783
871895021_NA0019790609_4_mouth	Tannerella	genus	50	0.0445636770381
871895021_NA0019790609_4_mouth	Bacteroidia	class	25959	23.1365698447
871895021_NA0019790609_4_mouth	Flavobacteriales	order	729	0.649738411216
871895021_NA0019790609_4_mouth	Actinobacteria	phylum	8248	7.35122416421
871895021_NA0019790609_4_mouth	Fusobacteriia	class	3586	3.19610691717
871895021_NA0019790609_4_mouth	Fusobacteriales	order	3586	3.19610691717
871895021_NA0019790609_4_mouth	Fusobacteriaceae	family	3143	2.80127273862
871895021_NA0019790609_4_mouth	Spirochaetes	phylum	208	0.185384896479
871895021_NA0019790609_4_mouth	Spirochaetia	class	208	0.185384896479
871895021_NA0019790609_4_mouth	Neisseriales	order	4625	4.12214012603
871895021_NA0019790609_4_mouth	Rhodocyclales	order	2	0.00178254708152
871895021_NA0019790609_4_mouth	Campylobacterales	order	1152	1.02674711896
871895021_NA0019790609_4_mouth	Selenomonas genomosp. P5	species	28	0.0249556591413
871895021_NA0019790609_4_mouth	Enterococcus italicus	species	18	0.0160429237337
871895021_NA0019790609_4_mouth	Oribacterium	genus	312	0.278077344718
871895021_NA0019790609_4_mouth	Neisseria bacilliformis	species	5	0.00445636770381
871895021_NA0019790609_4_mouth	Streptococcus sp. S16-11	species	6	0.00534764124457
871895021_NA0019790609_4_mouth	Capnocytophaga genosp. AHN8471	species	40	0.0356509416305
871895021_NA0019790609_4_mouth	Peptostreptococcus stomatis	species	293	0.261143147443
871895021_NA0019790609_4_mouth	Bergeyella sp. AF14	species	271	0.241535129547
871895021_NA0019790609_4_mouth	Aggregatibacter	genus	225	0.200536546672
871895021_NA0019790609_4_mouth	Streptococcus sp. 11aTha1	species	20671	18.4235153611
871895021_NA0019790609_4_mouth	Veillonella rogosae	species	15	0.0133691031114
871895021_NA0019790609_4_mouth	Prevotella nanceiensis	species	3391	3.02230857673
871895021_NA0019790609_4_mouth	Prevotella maculosa	species	41	0.0365422151713
871895021_NA0019790609_4_mouth	Lachnoanaerobaculum saburreum	species	28	0.0249556591413
871895021_NA0019790609_4_mouth	Synergistetes	phylum	46	0.0409985828751
871895021_NA0019790609_4_mouth	Erysipelotrichia	class	236	0.21034055562
871895021_NA0019790609_4_mouth	Erysipelotrichales	order	236	0.21034055562
871895021_NA0019790609_4_mouth	Mycoplasma sp. M221-9	species	56	0.0499113182827
871895021_NA0019790609_4_mouth	Clostridiales incertae sedis	no_rank	226	0.201427820212
871895021_NA0019790609_4_mouth	Bacillales incertae sedis	no_rank	5827	5.19345092202
871895021_NA0019790609_4_mouth	Bacillales Family XI. Incertae Sedis	no_rank	5827	5.19345092202
871895021_NA0019790609_4_mouth	Ruminococcaceae	family	8	0.0071301883261
871895021_NA0019790609_4_mouth	Parvimonas	genus	282	0.251339138495
871895021_NA0019790609_4_mouth	Clostridiales Family XIII. Incertae Sedis	family	226	0.201427820212
871895021_NA0019790609_4_mouth	Tenericutes	phylum	65	0.0579327801496
871895021_NA0019790609_4_mouth	Actinomyces oris	species	138	0.122995748625
871895021_NA0019790609_4_mouth	Leptotrichia hongkongensis	species	14	0.0124778295707
871895021_NA0019790609_4_mouth	Propionibacterium acidifaciens	species	2	0.00178254708152
871895021_NA0019790609_4_mouth	Delftia lacustris	species	5	0.00445636770381
871895021_NA0019790609_4_mouth	Lautropia sp. TeTO	species	124	0.110517919055
871895021_NA0019790609_4_mouth	Synergistia	class	46	0.0409985828751
871895021_NA0019790609_4_mouth	Synergistales	order	46	0.0409985828751
871895021_NA0019790609_4_mouth	Synergistaceae	family	46	0.0409985828751
871895021_NA0019790609_4_mouth	Fretibacterium fastidiosum	species	4	0.00356509416305
871895021_NA0019790609_4_mouth	Oribacterium sp. oral taxon 078	species	3	0.00267382062229
871895021_NA0019790609_4_mouth	Alloprevotella rava	species	3	0.00267382062229
871895021_NA0019790609_4_mouth	Veillonella sp. oral taxon 780	species	59	0.052585138905
871895021_NA0019790609_4_mouth	Neisseria skkuensis	species	87	0.0775407980463
871895021_NA0019790609_4_mouth	Capnocytophaga sp. oral taxon 329	species	120	0.106952824891
871895021_NA0019790609_4_mouth	Capnocytophaga sp. oral taxon 338	species	12	0.0106952824891
871895021_NA0019790609_4_mouth	Actinomyces sp. oral taxon 448	species	2	0.00178254708152
871895021_NA0019790609_4_mouth	Leptotrichia sp. oral taxon 223	species	3	0.00267382062229
871895021_NA0019790609_4_mouth	Oribacterium sp. oral taxon 108	species	32	0.0285207533044
871895021_NA0019790609_4_mouth	Peptococcus sp. oral taxon 168	species	4	0.00356509416305
871895021_NA0019790609_4_mouth	Streptococcus sp. oral taxon G59	species	10	0.00891273540762
871895021_NA0019790609_4_mouth	Tannerella sp. oral taxon HOT-286	species	36	0.0320858474674
871895021_NA0019790609_4_mouth	Leptotrichia sp. PTE15	species	17	0.015151650193
871895021_NA0019790609_4_mouth	Stomatobaculum longum	species	11	0.00980400894839
871895021_NA0019790609_4_mouth	Selenomonadales	order	273	0.243317676628
871895021_NA0019790609_4_mouth	Negativicutes	class	15166	13.5170545192
871895021_NA0019790609_4_mouth	Veillonella sp. CM60	species	59	0.052585138905
871895021_NA0019790609_4_mouth	Actinomyces sp. ICM41	species	3	0.00267382062229
871895021_NA0019790609_4_mouth	Oribacterium sp. CM12	species	277	0.246882770791
871895021_NA0019790609_4_mouth	Veillonella sp. MSA12	species	35	0.0311945739267
871895021_NA0019790609_4_mouth	Lachnoanaerobaculum sp. OBRC5-5	species	54	0.0481287712012
871895021_NA0019790609_4_mouth	Fusobacterium sp. OBRC1	species	131	0.11675683384
871895021_NA0019790609_4_mouth	Veillonella sp. JL-2	species	88	0.0784320715871
871895021_NA0019790609_4_mouth	Actinomyces sp. ICM39	species	9	0.00802146186686
871895021_NA0019790609_4_mouth	Actinomyces sp. ICM58	species	285	0.254012959117
871895021_NA0019790609_4_mouth	Neisseria oralis	species	78	0.0695193361795
871895021_NA0019790609_4_mouth	Actinomyces sp. ph3	species	237	0.211231829161
871895021_NA0019790609_4_mouth	Leptotrichiaceae	family	443	0.394834178558
871895021_NA0019790609_4_mouth	Cardiobacterium sp. canine oral taxon 176	species	3	0.00267382062229
871895021_NA0019790609_4_mouth	Propionivibrio sp. canine oral taxon 223	species	2	0.00178254708152
871895021_NA0019790609_4_mouth	Lachnoanaerobaculum	genus	82	0.0730844303425
871895021_NA0019790609_4_mouth	Streptococcus sp. GMD6S	species	49	0.0436724034974
871895021_NA0019790609_4_mouth	Stomatobaculum	genus	64	0.0570415066088
871895021_NA0019790609_4_mouth	Atopobium sp. S4-A11a	species	11	0.00980400894839
871895021_NA0019790609_4_mouth	Streptococcus sp. 2011_Oral_MS_A3	species	1768	1.57577162007
871895021_NA0019790609_4_mouth	Veillonella sp. 2011_Oral_VSA_B12	species	48	0.0427811299566
871895021_NA0019790609_4_mouth	Veillonella sp. 2011_Oral_VSA_D3	species	9539	8.50185830533
871895021_NA0019790609_4_mouth	Rothia sp. THG-N7	species	79	0.0704106097202
871895021_NA0019790609_4_mouth	Rothia sp. THG-T3	species	25	0.0222818385191
871895021_NA0019790609_4_mouth	Alloprevotella	genus	1257	1.12033084074
871895021_NA0019790609_4_mouth	Porphyromonas sp. S8 86-12	species	6	0.00534764124457
871895021_NA0019790609_4_mouth	Candidatus Saccharimonas	genus	352	0.313728286348
871895021_NA0019790609_4_mouth	Streptobacillus felis	species	9	0.00802146186686
871895021_NA0019790609_4_mouth	Tessaracoccus lapidicaptus	species	23	0.0204992914375
871895021_NA0019790609_4_mouth	Fretibacterium	genus	27	0.0240643856006
871895021_NA0019790609_4_mouth	Streptococcus sp. 3244O2	species	2	0.00178254708152
871895021_NA0019790609_4_mouth	Peptoclostridium	genus	33	0.0294120268452
871895021_NA0019790609_4_mouth	Peptoniphilaceae	family	282	0.251339138495
871895021_NA0019790609_4_mouth	Atopobiaceae	family	13	0.0115865560299
871895021_NA0019790609_4_mouth	Tissierellia	class	282	0.251339138495
871895021_NA0019790609_4_mouth	Tissierellales	order	282	0.251339138495
871895021_NA0019790609_4_mouth	Bacteria candidate phyla	no_rank	3140	2.79859891799
871895021_NA0019790609_4_mouth	FCB group	no_rank	26692	23.78987335
871895021_NA0019790609_4_mouth	Terrabacteria group	no_rank	63447	56.5486323408
871895021_NA0019790609_4_mouth	Veillonellales	order	14893	13.2737368426
871895021_NA0019790609_4_mouth	Selenomonadaceae	family	273	0.243317676628
871895021_NA0019790609_4_mouth	Pseudopropionibacterium	genus	9	0.00802146186686
871895021_NA0019790609_4_mouth	Tannerellaceae	family	50	0.0445636770381
871895048_NA0019790610_4_mouth	root	root	31695	100.0
871895048_NA0019790610_4_mouth	Bacteria	superkingdom	31695	100.0
871895048_NA0019790610_4_mouth	Spirochaetales	order	25	0.0788767944471
871895048_NA0019790610_4_mouth	Campylobacter	genus	70	0.220855024452
871895048_NA0019790610_4_mouth	Campylobacter concisus	species	42	0.132513014671
871895048_NA0019790610_4_mouth	Campylobacter rectus	species	3	0.00946521533365
871895048_NA0019790610_4_mouth	Neisseriaceae	family	3642	11.490771415
871895048_NA0019790610_4_mouth	Neisseria	genus	3611	11.3929641899
871895048_NA0019790610_4_mouth	Neisseria mucosa	species	3576	11.2825366777
871895048_NA0019790610_4_mouth	Neisseria canis	species	9	0.0283956460009
871895048_NA0019790610_4_mouth	Neisseria macacae	species	24	0.0757217226692
871895048_NA0019790610_4_mouth	Kingella oralis	species	6	0.0189304306673
871895048_NA0019790610_4_mouth	Eikenella	genus	25	0.0788767944471
871895048_NA0019790610_4_mouth	Eikenella corrodens	species	25	0.0788767944471
871895048_NA0019790610_4_mouth	Pasteurellaceae	family	2979	9.39895882631
871895048_NA0019790610_4_mouth	Actinobacillus	genus	15	0.0473260766682
871895048_NA0019790610_4_mouth	Haemophilus	genus	2959	9.33585739076
871895048_NA0019790610_4_mouth	Haemophilus parainfluenzae	species	2942	9.28222117053
871895048_NA0019790610_4_mouth	Aggregatibacter segnis	species	5	0.0157753588894
871895048_NA0019790610_4_mouth	Campylobacter gracilis	species	25	0.0788767944471
871895048_NA0019790610_4_mouth	Porphyromonas	genus	3725	11.7526423726
871895048_NA0019790610_4_mouth	Prevotella	genus	2731	8.6165010254
871895048_NA0019790610_4_mouth	Fusobacterium	genus	1145	3.61255718568
871895048_NA0019790610_4_mouth	Fusobacterium nucleatum	species	26	0.082031866225
871895048_NA0019790610_4_mouth	Fusobacterium periodonticum	species	1114	3.51474996056
871895048_NA0019790610_4_mouth	Megasphaera	genus	124	0.391228900457
871895048_NA0019790610_4_mouth	Selenomonas	genus	19	0.0599463637798
871895048_NA0019790610_4_mouth	Bacteroidetes	phylum	8334	26.2943681969
871895048_NA0019790610_4_mouth	Capnocytophaga	genus	808	2.54929799653
871895048_NA0019790610_4_mouth	Capnocytophaga gingivalis	species	84	0.265026029342
871895048_NA0019790610_4_mouth	Capnocytophaga ochracea	species	5	0.0157753588894
871895048_NA0019790610_4_mouth	Capnocytophaga sputigena	species	3	0.00946521533365
871895048_NA0019790610_4_mouth	Proteobacteria	phylum	6694	21.1200504811
871895048_NA0019790610_4_mouth	Gammaproteobacteria	class	2979	9.39895882631
871895048_NA0019790610_4_mouth	Firmicutes	phylum	11480	36.2202240101
871895048_NA0019790610_4_mouth	Peptostreptococcus	genus	388	1.22416784982
871895048_NA0019790610_4_mouth	Sarcina	genus	21	0.0662565073355
871895048_NA0019790610_4_mouth	Micrococcaceae	family	1053	3.32229058211
871895048_NA0019790610_4_mouth	Streptococcaceae	family	5047	15.923647263
871895048_NA0019790610_4_mouth	Streptococcus	genus	5013	15.8163748225
871895048_NA0019790610_4_mouth	Streptococcus parasanguinis	species	1061	3.34753115633
871895048_NA0019790610_4_mouth	Gemella	genus	1244	3.92490929169
871895048_NA0019790610_4_mouth	Bacillales	order	1246	3.93121943524
871895048_NA0019790610_4_mouth	Corynebacteriaceae	family	40	0.126202871115
871895048_NA0019790610_4_mouth	Actinomyces	genus	1422	4.48651206815
871895048_NA0019790610_4_mouth	Actinomyces viscosus	species	110	0.347057895567
871895048_NA0019790610_4_mouth	Actinomyces odontolyticus	species	1157	3.65041804701
871895048_NA0019790610_4_mouth	Corynebacterium	genus	40	0.126202871115
871895048_NA0019790610_4_mouth	Cutibacterium acnes	species	2	0.00631014355577
871895048_NA0019790610_4_mouth	Actinobacteria	class	2528	7.97602145449
871895048_NA0019790610_4_mouth	Mycobacteriaceae	family	8	0.0252405742231
871895048_NA0019790610_4_mouth	Mycobacterium	genus	8	0.0252405742231
871895048_NA0019790610_4_mouth	Actinomycetales	order	1422	4.48651206815
871895048_NA0019790610_4_mouth	Rothia dentocariosa	species	63	0.198769522007
871895048_NA0019790610_4_mouth	Actinomycetaceae	family	1422	4.48651206815
871895048_NA0019790610_4_mouth	unclassified Bacteria	no_rank	407	1.2841142136
871895048_NA0019790610_4_mouth	Peptococcus	genus	25	0.0788767944471
871895048_NA0019790610_4_mouth	Porphyromonas endodontalis	species	12	0.0378608613346
871895048_NA0019790610_4_mouth	Prevotella nigrescens	species	3	0.00946521533365
871895048_NA0019790610_4_mouth	Prevotella oris	species	4	0.0126202871115
871895048_NA0019790610_4_mouth	Prevotella oulorum	species	4	0.0126202871115
871895048_NA0019790610_4_mouth	Betaproteobacteria	class	3642	11.490771415
871895048_NA0019790610_4_mouth	Gemella morbillorum	species	1242	3.91859914813
871895048_NA0019790610_4_mouth	Veillonella	genus	2734	8.62596624073
871895048_NA0019790610_4_mouth	Veillonella parvula	species	2126	6.70768259978
871895048_NA0019790610_4_mouth	Epsilonproteobacteria	class	73	0.230320239785
871895048_NA0019790610_4_mouth	Propionibacteriaceae	family	5	0.0157753588894
871895048_NA0019790610_4_mouth	Veillonellaceae	family	2861	9.02666035652
871895048_NA0019790610_4_mouth	Clostridiaceae	family	21	0.0662565073355
871895048_NA0019790610_4_mouth	Fusobacteria	phylum	2222	7.01056949046
871895048_NA0019790610_4_mouth	Leptotrichia	genus	1075	3.39170216122
871895048_NA0019790610_4_mouth	Rothia	genus	1053	3.32229058211
871895048_NA0019790610_4_mouth	Kingella	genus	6	0.0189304306673
871895048_NA0019790610_4_mouth	Parvimonas micra	species	230	0.725666508913
871895048_NA0019790610_4_mouth	Streptobacillus	genus	2	0.00631014355577
871895048_NA0019790610_4_mouth	Veillonella atypica	species	4	0.0126202871115
871895048_NA0019790610_4_mouth	Dialister	genus	3	0.00946521533365
871895048_NA0019790610_4_mouth	Leptotrichia buccalis	species	3	0.00946521533365
871895048_NA0019790610_4_mouth	Porphyromonas catoniae	species	3679	11.6075090708
871895048_NA0019790610_4_mouth	Rothia mucilaginosa	species	858	2.70705158542
871895048_NA0019790610_4_mouth	Corynebacterium matruchotii	species	29	0.0914970815586
871895048_NA0019790610_4_mouth	Johnsonella	genus	129	0.407004259347
871895048_NA0019790610_4_mouth	Catonella	genus	34	0.107272440448
871895048_NA0019790610_4_mouth	Catonella morbi	species	34	0.107272440448
871895048_NA0019790610_4_mouth	Capnocytophaga granulosa	species	19	0.0599463637798
871895048_NA0019790610_4_mouth	Abiotrophia	genus	3	0.00946521533365
871895048_NA0019790610_4_mouth	Granulicatella adiacens	species	527	1.66272282694
871895048_NA0019790610_4_mouth	Abiotrophia defectiva	species	3	0.00946521533365
871895048_NA0019790610_4_mouth	Flavobacteriaceae	family	876	2.76384287743
871895048_NA0019790610_4_mouth	Actinobacillus porcinus	species	15	0.0473260766682
871895048_NA0019790610_4_mouth	Actinomyces meyeri	species	3	0.00946521533365
871895048_NA0019790610_4_mouth	Actinomyces graevenitzii	species	26	0.082031866225
871895048_NA0019790610_4_mouth	Chryseobacterium	genus	2	0.00631014355577
871895048_NA0019790610_4_mouth	Bergeyella	genus	66	0.20823473734
871895048_NA0019790610_4_mouth	Prevotella pallens	species	863	2.72282694431
871895048_NA0019790610_4_mouth	Corynebacterium durum	species	11	0.0347057895567
871895048_NA0019790610_4_mouth	Bacteroidetes/Chlorobi group	no_rank	8334	26.2943681969
871895048_NA0019790610_4_mouth	delta/epsilon subdivisions	subphylum	73	0.230320239785
871895048_NA0019790610_4_mouth	Streptococcus peroris	species	3	0.00946521533365
871895048_NA0019790610_4_mouth	Selenomonas sputigena	species	8	0.0252405742231
871895048_NA0019790610_4_mouth	Campylobacteraceae	family	70	0.220855024452
871895048_NA0019790610_4_mouth	Tessaracoccus	genus	3	0.00946521533365
871895048_NA0019790610_4_mouth	Alloprevotella tannerae	species	5	0.0157753588894
